City_ID,City,Country,Date,Lat,Lon,Max Temp,Humidity,Cloudiness,Wind Speed
292,Kerema,PG,2021-03-30 06:09:38,-7.9631,145.7785,82.36,76,50,5.79
293,Manche,FR,2021-03-30 06:09:38,49.0,-1.1667,39.2,87,0,8.05
294,Manokwari,ID,2021-03-30 06:09:38,-0.8667,134.0833,81.82,77,83,3.2
295,Manta,EC,2021-03-30 06:09:39,-0.95,-80.7333,78.8,78,90,5.75
296,Belgrade,RS,2021-03-30 06:07:04,44.804,20.4651,48.0,61,100,5.75
297,Sørland,NO,2021-03-30 06:09:39,67.667,12.6934,39.2,81,75,21.85
298,Isangel,VU,2021-03-30 06:02:54,-19.55,169.2667,82.4,78,90,6.91
299,Lashio,MM,2021-03-30 06:09:39,22.9333,97.75,91.0,14,15,5.53
300,Cap Malheureux,MU,2021-03-30 06:09:40,-19.9842,57.6142,82.4,78,40,5.75
301,North Bend,US,2021-03-30 06:09:40,43.4065,-124.2243,42.8,75,1,9.22
302,Bystryy Istok,RU,2021-03-30 06:09:40,52.371,84.3873,31.51,77,100,18.68
303,Mossamedes,AO,2021-03-30 06:02:40,-15.1961,12.1522,73.92,90,71,3.36
304,Shingū,JP,2021-03-30 06:05:27,33.7333,135.9833,66.2,72,75,4.61
305,Nísia Floresta,BR,2021-03-30 06:09:42,-6.0911,-35.2086,78.8,100,40,3.44
306,Parli,IN,2021-03-30 06:09:43,18.8486,76.5297,98.31,8,71,14.12
307,Vestmannaeyjar,IS,2021-03-30 06:02:41,63.4427,-20.2734,35.44,74,99,9.15
308,Mayo,US,2021-03-30 06:09:44,38.8876,-76.5119,43.0,99,0,5.99
309,Shaoxing,CN,2021-03-30 06:05:59,30.011,120.5715,60.8,82,75,11.18
310,Hong Kong,HK,2021-03-30 05:56:36,22.2855,114.1577,82.99,77,23,10.4
311,Kaeo,NZ,2021-03-30 06:09:45,-35.1,173.7833,70.0,92,94,5.01
312,Griffith,US,2021-03-30 06:09:45,41.5284,-87.4237,53.6,46,1,19.57
313,Sayaxché,GT,2021-03-30 06:09:45,16.5167,-90.1667,68.0,89,0,2.55
314,Flin Flon,CA,2021-03-30 06:01:43,54.7682,-101.865,7.12,93,100,17.22
315,Cockburn Town,TC,2021-03-30 06:09:45,21.4612,-71.1419,77.31,81,0,24.52
316,Nago,JP,2021-03-30 06:09:46,26.5881,127.9761,75.2,88,90,12.66
317,Broken Hill,AU,2021-03-30 06:01:36,-31.95,141.4333,78.8,22,2,16.11
318,Kutum,SD,2021-03-30 06:00:52,14.2,24.6667,62.15,14,0,12.55
319,Fairbanks,US,2021-03-30 05:56:03,64.8378,-147.7164,33.8,64,90,1.81
320,Pasching,AT,2021-03-30 06:09:46,48.2586,14.2042,45.0,87,0,3.44
321,Bardsīr,IR,2021-03-30 06:09:47,29.9227,56.5743,53.6,20,0,4.61
322,Cortez,US,2021-03-30 06:02:18,37.3489,-108.5859,39.0,35,0,4.47
323,Napier City,NZ,2021-03-30 06:06:06,-39.4833,176.9167,72.0,72,98,3.0
324,Porto-Novo,BJ,2021-03-30 06:09:47,6.4965,2.6036,78.15,87,93,3.44
325,Shaunavon,CA,2021-03-30 06:09:48,49.6501,-108.4181,14.0,79,100,26.46
326,Mahajanga,MG,2021-03-30 06:09:48,-15.7167,46.3167,84.2,84,20,5.75
327,Ribeira Grande,PT,2021-03-30 05:57:56,38.5167,-28.7,56.59,87,100,33.76
328,Lugazi,UG,2021-03-30 06:09:48,0.3772,32.9197,66.2,94,90,6.91
329,Kilosa,TZ,2021-03-30 06:09:49,-6.8333,36.9833,73.11,91,98,2.91
330,Amatán,MX,2021-03-30 06:09:49,17.35,-92.75,67.35,96,25,2.55
331,Chapayevka,UA,2021-03-30 06:09:50,47.4711,36.3451,41.27,74,22,12.01
332,Narsaq,GL,2021-03-30 06:01:44,60.9167,-46.05,26.6,50,90,3.44
333,Tupik,RU,2021-03-30 06:09:50,54.4253,119.9327,31.35,72,16,2.3
334,Kiama,AU,2021-03-30 06:09:50,-34.6833,150.8667,69.8,46,0,12.66
335,Vila Franca do Campo,PT,2021-03-30 05:58:25,37.7167,-25.4333,57.2,88,75,11.5
336,Wattegama,LK,2021-03-30 06:09:51,6.7989,81.4808,87.8,70,75,6.91
337,Manoel Urbano,BR,2021-03-30 06:09:51,-8.8389,-69.2597,71.78,99,94,1.52
338,Kalmunai,LK,2021-03-30 06:09:52,7.4167,81.8167,86.86,60,47,7.81
339,Dhidhdhoo,MV,2021-03-30 06:01:32,6.8833,73.1,83.89,68,99,6.82
340,Tuktoyaktuk,CA,2021-03-30 06:00:38,69.4541,-133.0374,-13.0,77,20,17.27
341,Te Anau,NZ,2021-03-30 06:01:01,-45.4167,167.7167,58.26,72,100,1.92
342,Northam,GB,2021-03-30 06:09:52,51.0333,-4.2167,50.0,79,32,1.99
343,Srednekolymsk,RU,2021-03-30 05:56:25,67.45,153.6833,16.47,82,17,6.42
344,Iwanai,JP,2021-03-30 06:09:53,42.9744,140.5089,52.12,55,9,10.6
345,Edéa,CM,2021-03-30 06:09:53,3.8,10.1333,77.0,100,75,1.03
346,Atar,MR,2021-03-30 06:02:16,20.5169,-13.0499,72.21,31,7,8.28
347,Kilrush,IE,2021-03-30 06:07:57,52.6397,-9.4833,48.2,93,40,11.5
348,Guerrero Negro,MX,2021-03-30 05:55:34,27.9769,-114.0611,59.43,81,80,8.7
349,Aykhal,RU,2021-03-30 06:09:54,66.0,111.5,22.98,85,100,7.34
350,San Patricio,US,2021-03-30 06:02:50,28.017,-97.5169,66.0,100,90,5.75
351,Metro,ID,2021-03-30 06:09:55,-5.1131,105.3067,87.98,63,78,4.52
352,Imbituba,BR,2021-03-30 06:06:38,-28.24,-48.6703,71.6,94,75,4.61
353,Conde,BR,2021-03-30 06:09:55,-7.2597,-34.9075,75.2,100,40,3.83
354,Ust-Maya,RU,2021-03-30 06:09:55,60.4167,134.5333,29.57,89,100,3.91
355,Talnakh,RU,2021-03-30 06:00:58,69.4865,88.3972,-7.29,87,40,3.2
356,Traverse City,US,2021-03-30 06:09:56,44.7631,-85.6206,52.0,43,1,14.97
357,Simbahan,PH,2021-03-30 06:09:56,6.3032,120.5836,84.13,73,82,12.66
358,Zhigansk,RU,2021-03-30 06:09:56,66.7697,123.3711,27.34,88,100,12.17
359,Makhalino,RU,2021-03-30 06:09:57,53.0854,46.2211,31.73,76,29,2.08
360,Sabha,LY,2021-03-30 06:09:57,27.0377,14.4283,57.69,36,6,7.49
361,Broome,US,2021-03-30 06:01:05,42.2506,-75.833,32.0,64,1,4.61
362,Lompoc,US,2021-03-30 05:59:17,34.6391,-120.4579,48.2,87,1,5.75
363,Diveyevo,RU,2021-03-30 06:09:58,55.0433,43.2418,29.01,93,73,6.62
364,Russell,US,2021-03-30 06:09:58,32.3502,-85.1999,53.6,87,1,4.65
365,Zhob,PK,2021-03-30 06:09:58,31.3411,69.4481,70.21,6,0,24.52
366,Pontal do Paraná,BR,2021-03-30 06:09:59,-25.6533,-48.5128,63.0,99,50,2.48
367,Bengkulu,ID,2021-03-30 06:01:45,-3.8004,102.2655,82.04,74,59,2.3
368,Karibib,NA,2021-03-30 06:09:59,-21.9333,15.8333,67.5,65,100,11.03
369,Pallasovka,RU,2021-03-30 06:09:59,50.05,46.8833,35.56,71,81,9.01
370,Curuguaty,PY,2021-03-30 06:10:00,-24.4694,-55.6945,63.57,98,92,3.22
371,Kédougou,SN,2021-03-30 06:10:00,12.5579,-12.1743,82.27,51,100,9.28
372,Båtsfjord,NO,2021-03-30 06:10:01,70.6345,29.7185,35.6,93,75,4.61
373,Boden,SE,2021-03-30 06:10:01,65.8252,21.6886,41.0,65,0,17.27
374,Sutton Coldfield,GB,2021-03-30 06:10:01,52.5667,-1.8167,44.01,87,0,4.61
375,Phan Thiet,VN,2021-03-30 06:02:51,10.9333,108.1,88.83,53,24,13.47
376,Khalkhāl,IR,2021-03-30 06:10:03,37.6189,48.5258,37.47,61,18,3.94
377,Buchanan,LR,2021-03-30 05:56:16,5.8808,-10.0467,76.98,89,25,2.1
378,Hirara,JP,2021-03-30 06:02:30,24.8,125.2833,80.6,83,40,13.8
379,Portland,US,2021-03-30 05:59:14,45.5234,-122.6762,39.99,78,18,2.75
380,Urengoy,RU,2021-03-30 06:10:04,65.9667,78.3667,4.1,78,95,8.61
381,Noyabrsk,RU,2021-03-30 06:10:04,63.1994,75.4507,13.91,92,100,12.17
382,Touros,BR,2021-03-30 05:56:01,-5.1989,-35.4608,75.2,100,40,3.44
383,Praia,CV,2021-03-30 06:01:04,14.9215,-23.5087,66.2,77,20,9.22
384,Joshīmath,IN,2021-03-30 06:10:05,30.5667,79.5667,67.75,32,35,9.15
385,Ulaanbaatar,MN,2021-03-30 06:10:05,47.9077,106.8832,46.4,27,0,15.66
386,Inverness,GB,2021-03-30 06:09:47,57.4791,-4.224,54.0,76,75,21.85
387,Mae Hong Son,TH,2021-03-30 06:10:05,19.3003,97.9685,93.2,46,20,5.75
388,Morón,AR,2021-03-30 06:10:06,-34.6534,-58.6198,63.0,95,0,4.38
389,Fes,MA,2021-03-30 06:10:06,34.0372,-4.9998,57.2,62,75,4.61
390,Jammu,IN,2021-03-30 06:10:07,32.7333,74.8667,87.8,19,20,6.91
391,Shimoda,JP,2021-03-30 05:59:04,34.6667,138.95,71.01,77,75,5.75
392,Katete,UG,2021-03-30 06:10:07,-0.7818,29.7544,63.52,95,100,0.63
393,Aurillac,FR,2021-03-30 06:10:08,44.9167,2.45,44.01,65,0,3.0
394,Mareeba,AU,2021-03-30 06:10:08,-17.0,145.4333,86.0,61,40,24.16
395,Mahon,ES,2021-03-30 06:00:19,39.8885,4.2658,53.6,94,20,9.22
396,Lookan,PH,2021-03-30 06:10:09,5.037,120.1027,85.39,69,83,9.46
397,Posse,BR,2021-03-30 06:10:09,-14.0931,-46.3694,68.61,59,50,0.38
398,Juneau,US,2021-03-30 06:10:09,58.3019,-134.4197,33.8,86,90,17.27
399,Laguna,US,2021-03-30 06:02:45,38.421,-121.4238,60.8,23,1,9.22
400,Seguin,US,2021-03-30 06:09:55,29.5688,-97.9647,62.6,72,90,11.5
401,Lokosovo,RU,2021-03-30 06:10:10,61.1333,74.8167,15.85,83,100,11.14
402,Valleyview,CA,2021-03-30 06:10:10,55.0667,-117.2859,15.8,57,40,1.14
403,Bocaiúva,BR,2021-03-30 06:10:10,-17.1078,-43.815,67.78,80,5,2.33
404,Del City,US,2021-03-30 06:10:11,35.442,-97.4409,64.0,36,1,21.85
405,Hofn,IS,2021-03-30 06:01:41,64.2539,-15.2082,27.32,61,96,11.83
406,Pitimbu,BR,2021-03-30 06:10:11,-7.4706,-34.8086,75.2,100,40,4.81
407,Follonica,IT,2021-03-30 06:10:11,42.9263,10.7616,41.0,100,0,2.3
408,Sattahip,TH,2021-03-30 06:10:12,12.6664,100.9007,87.8,74,20,11.5
409,Novy Urengoy,RU,2021-03-30 06:10:12,66.0833,76.6333,2.77,91,97,8.84
410,Lichinga,MZ,2021-03-30 06:10:13,-13.3128,35.2406,60.8,94,75,21.85
411,Coquimbo,CL,2021-03-30 05:56:13,-29.9533,-71.3436,55.4,82,0,1.14
412,Roebourne,AU,2021-03-30 06:10:13,-20.7833,117.1333,99.81,25,0,14.94
413,Karachev,RU,2021-03-30 06:10:13,53.1229,34.9852,32.0,74,0,6.71
414,Ilhabela,BR,2021-03-30 06:10:14,-23.7781,-45.3581,73.4,89,99,3.47
415,Adrar,MR,2021-03-30 06:10:14,20.5022,-10.0711,70.47,15,8,5.35
416,Lavrentiya,RU,2021-03-30 06:01:49,65.5833,-171.0,8.08,84,100,9.75
417,Gouré,NE,2021-03-30 06:10:15,13.9835,10.2704,69.01,13,0,5.99
418,Bainbridge Island,US,2021-03-30 06:10:15,47.6262,-122.5212,41.0,65,1,1.7
419,Shīeli,KZ,2021-03-30 06:10:15,44.1667,66.75,44.04,52,89,4.59
420,Tual,ID,2021-03-30 06:10:16,-5.6667,132.75,83.12,74,72,7.81
421,Verkhniy Fiagdon,RU,2021-03-30 06:10:16,42.8333,44.3053,41.0,75,33,2.24
422,Kangāvar,IR,2021-03-30 06:10:17,34.5043,47.9653,52.56,27,0,3.29
423,Kargasok,RU,2021-03-30 06:02:56,59.0556,80.8572,13.89,81,84,9.37
424,Viedma,AR,2021-03-30 06:10:17,-40.8135,-62.9967,57.27,90,2,8.61
425,Strängnäs,SE,2021-03-30 06:05:36,59.3774,17.0312,48.2,87,75,11.5
426,Bilma,NE,2021-03-30 06:01:11,18.6853,12.9164,63.46,15,11,9.53
427,Grindavik,IS,2021-03-30 06:10:18,63.8424,-22.4338,30.2,64,0,17.27
428,Honningsvåg,NO,2021-03-30 06:10:18,70.9821,25.9704,35.6,80,75,2.3
429,Bratsk,RU,2021-03-30 06:10:18,56.1325,101.6142,35.6,60,75,11.18
430,Gornopravdinsk,RU,2021-03-30 06:10:19,60.05,69.9,20.25,81,100,10.33
431,Doka,SD,2021-03-30 06:10:13,13.5167,35.7667,88.38,32,8,4.16
432,Tākestān,IR,2021-03-30 06:10:19,36.0696,49.6959,50.0,43,0,4.61
433,Alofi,NU,2021-03-30 06:01:16,-19.0595,-169.9187,82.4,83,4,9.22
434,Port Hedland,AU,2021-03-30 06:10:20,-20.3167,118.5667,98.6,34,0,17.27
435,Eston,CA,2021-03-30 06:10:20,51.1501,-108.7514,17.6,73,90,26.46
436,Rabo de Peixe,PT,2021-03-30 06:10:20,37.8,-25.5833,57.2,88,75,11.5
437,Vangaindrano,MG,2021-03-30 06:10:20,-23.35,47.6,73.29,81,49,4.65
438,Lakselv,NO,2021-03-30 06:10:21,70.0513,24.9718,33.8,86,75,2.3
439,Gamboma,CG,2021-03-30 06:10:22,-1.8764,15.8644,71.46,96,100,2.84
440,Caconda,AO,2021-03-30 06:10:22,-13.7333,15.0667,60.82,92,100,3.24
441,Le Vauclin,MQ,2021-03-30 06:10:22,14.5452,-60.8388,77.0,83,40,14.97
442,Buala,SB,2021-03-30 06:10:23,-8.145,159.5921,84.36,71,45,3.69
443,Sumbe,AO,2021-03-30 06:10:23,-11.2061,13.8437,76.8,82,100,3.29
444,Waihi Beach,NZ,2021-03-30 06:10:23,-37.4,175.9333,69.01,88,88,13.0
445,Khovd,MN,2021-03-30 06:03:09,48.0056,91.6419,44.55,9,100,2.62
446,Sakakah,SA,2021-03-30 06:10:24,29.9697,40.2064,59.0,21,0,16.11
447,Te Kauwhata,NZ,2021-03-30 06:10:24,-37.4,175.15,70.0,82,90,8.01
448,Gizo Government Station,SB,2021-03-30 06:10:25,-8.103,156.8419,84.22,69,54,3.18
449,Namwala,ZM,2021-03-30 06:10:25,-15.7504,26.4384,64.08,81,6,8.39
450,Svetlaya,RU,2021-03-30 06:03:07,46.5389,138.3297,41.36,81,100,10.04
451,Vila Velha,BR,2021-03-30 05:57:33,-20.3297,-40.2925,77.0,83,0,8.05
452,Sungurlu,TR,2021-03-30 06:10:26,40.1675,34.3739,36.57,96,100,3.44
453,Tevriz,RU,2021-03-30 06:10:27,57.509,72.4042,22.35,75,54,4.63
454,Sisimiut,GL,2021-03-30 06:10:27,66.9395,-53.6735,21.2,57,100,16.98
455,Gobō,JP,2021-03-30 06:10:28,33.8833,135.15,66.2,72,75,4.61
456,Ixtapa,MX,2021-03-30 05:56:09,20.7,-105.2,71.01,81,88,2.84
457,Orlik,RU,2021-03-30 06:10:28,52.5178,99.825,32.25,78,100,1.74
458,West Wendover,US,2021-03-30 06:10:29,40.7391,-114.0733,33.8,29,1,8.05
459,Deer Lake,CA,2021-03-30 06:05:40,49.1667,-57.4316,30.2,86,90,18.41
460,Penzance,GB,2021-03-30 06:10:29,50.1186,-5.5371,50.0,93,20,14.97
461,Şarkîkaraağaç,TR,2021-03-30 06:10:30,38.0794,31.3664,35.76,92,85,5.3
462,Kidal,ML,2021-03-30 06:10:30,18.4411,1.4078,68.22,11,0,15.17
463,Maceió,BR,2021-03-30 06:07:13,-9.6658,-35.7353,75.2,100,40,6.49
464,Shūshtar,IR,2021-03-30 06:10:31,32.0455,48.8567,71.02,17,0,0.78
465,Caucaia,BR,2021-03-30 06:10:31,-3.7361,-38.6531,78.8,94,40,4.61
466,Ukiah,US,2021-03-30 06:10:08,39.1502,-123.2078,53.01,62,1,2.91
467,Moose Factory,CA,2021-03-30 06:10:31,51.2585,-80.6094,24.8,54,90,11.5
468,Umm Hājar,TD,2021-03-30 06:10:26,13.2954,19.6966,72.09,10,0,10.36
469,Astoria,US,2021-03-30 06:10:32,46.1879,-123.8313,44.01,87,90,7.07
470,Caxito,AO,2021-03-30 06:10:33,-8.5785,13.6643,77.0,88,40,6.91
471,Oranjemund,NA,2021-03-30 06:10:34,-28.55,16.4333,61.59,86,0,6.55
472,São João da Barra,BR,2021-03-30 06:02:24,-21.6403,-41.0511,76.21,90,81,3.96
473,Belaya Gora,RU,2021-03-30 06:10:35,68.5333,146.4167,16.0,85,38,1.74
474,Abnūb,EG,2021-03-30 06:10:35,27.2696,31.1511,50.0,76,0,12.66
475,Teykovo,RU,2021-03-30 06:10:36,56.858,40.5369,31.08,72,39,10.87
476,San Cristobal,VE,2021-03-30 06:01:46,7.7669,-72.225,65.98,94,99,2.53
477,Mujiayingzi,CN,2021-03-30 06:10:36,42.1167,118.7833,61.38,11,95,14.16
478,Adelaide,AU,2021-03-30 06:00:03,-34.9333,138.6,81.0,60,0,12.66
479,Tungor,RU,2021-03-30 06:10:37,53.3808,142.9564,33.19,97,100,7.96
480,Bako,ET,2021-03-30 06:10:37,5.7833,36.5667,78.98,37,72,1.1
481,Hualmay,PE,2021-03-30 06:10:38,-11.0964,-77.6139,68.88,87,99,9.15
482,Bend,US,2021-03-30 06:10:38,44.0582,-121.3153,28.99,74,1,2.53
483,Tautira,PF,2021-03-30 06:10:38,-17.7333,-149.15,82.4,74,75,3.44
484,Kumo,NG,2021-03-30 06:10:39,10.0447,11.2122,73.87,16,49,13.53
485,Forsytheganj,BY,2021-03-30 06:10:39,52.6333,29.7333,41.18,77,92,8.79
486,Belmonte,BR,2021-03-30 06:03:03,-15.8631,-38.8828,73.4,83,40,4.61
487,Cafelândia,BR,2021-03-30 06:10:40,-21.8025,-49.61,70.0,81,17,4.0
488,Shushenskoye,RU,2021-03-30 06:10:40,53.325,91.9356,35.6,48,0,15.66
489,Batticaloa,LK,2021-03-30 06:10:40,7.7102,81.6924,85.05,63,49,5.26
490,Graaff-Reinet,ZA,2021-03-30 06:10:41,-32.2522,24.5308,71.96,29,8,6.46
491,Paungde,MM,2021-03-30 06:10:42,18.4833,95.5,104.13,10,35,6.38
492,Shahreza,IR,2021-03-30 06:10:42,32.0339,51.8794,51.12,21,0,5.06
493,Novoagansk,RU,2021-03-30 06:10:42,61.9449,76.6625,12.92,81,100,9.93
494,Gimli,CA,2021-03-30 05:56:50,50.6336,-96.9907,33.8,64,84,16.11
495,Mogadishu,SO,2021-03-30 06:10:43,2.0371,45.3438,82.4,69,75,8.05
496,Santa Cruz do Capibaribe,BR,2021-03-30 06:10:44,-7.9575,-36.2047,70.75,96,84,1.61
497,Fortuna,US,2021-03-30 05:59:10,40.5982,-124.1573,46.0,87,1,5.75
498,Salinas,US,2021-03-30 06:09:28,36.6777,-121.6555,48.2,81,1,4.16
499,Rimbey,CA,2021-03-30 06:08:52,52.6334,-114.2353,17.6,62,30,12.66
500,Dudinka,RU,2021-03-30 06:10:45,69.4058,86.1778,-10.01,89,40,18.75
501,Pyshma,RU,2021-03-30 06:10:46,56.9523,63.2513,28.65,81,42,6.51
502,Taganak,PH,2021-03-30 06:10:46,6.0833,118.3,87.8,70,20,8.05
503,Port-Cartier,CA,2021-03-30 06:10:47,50.0334,-66.8654,18.0,49,20,18.41
504,Neyshabur,IR,2021-03-30 06:10:48,36.2133,58.7958,46.45,40,4,3.31
505,Dingle,PH,2021-03-30 05:56:30,10.9995,122.6711,89.82,52,96,11.79
506,Yulara,AU,2021-03-30 06:10:48,-25.2406,130.9889,84.2,18,0,17.27
507,Nelson Bay,AU,2021-03-30 06:10:49,-32.7167,152.15,71.01,56,75,17.27
508,Boffa,GN,2021-03-30 06:10:49,10.1667,-14.0333,74.39,90,65,3.8
509,Soyo,AO,2021-03-30 06:10:50,-6.1349,12.3689,79.86,79,98,7.23
510,Villanueva de Córdoba,ES,2021-03-30 06:10:50,38.3228,-4.6287,57.2,72,0,3.44
511,Atlantic City,US,2021-03-30 06:06:11,39.3643,-74.4229,44.01,70,1,2.64
512,Salé,MA,2021-03-30 06:10:50,34.0389,-6.8166,66.0,68,65,9.22
513,Néa Alikarnassós,GR,2021-03-30 06:10:51,35.3333,25.1667,61.0,72,40,19.57
514,Paraíso,CR,2021-03-30 06:10:51,9.8383,-83.8656,71.6,73,20,13.8
515,Ismailia,EG,2021-03-30 06:10:52,30.6043,32.2723,51.8,76,0,8.81
516,Tsiroanomandidy,MG,2021-03-30 06:10:52,-18.7667,46.0333,74.1,72,3,2.91
517,Bonavista,CA,2021-03-30 06:10:53,48.6499,-53.1147,37.0,87,100,14.97
518,Juegang,CN,2021-03-30 06:07:11,32.3174,121.1855,66.0,35,100,3.0
519,Mandalgovi,MN,2021-03-30 06:02:06,45.7625,106.2708,46.36,31,1,20.07
520,Bridlington,GB,2021-03-30 06:10:53,54.0831,-0.1919,46.99,84,0,5.01
521,Mnogovershinnyy,RU,2021-03-30 06:01:23,53.9353,139.9242,28.83,91,100,7.47
522,Sitka,US,2021-03-30 06:10:54,57.0531,-135.33,41.0,93,90,9.22
523,Mormugao,IN,2021-03-30 06:10:54,15.4,73.8,84.2,84,75,6.91
524,Al Bardīyah,LY,2021-03-30 06:10:54,31.7561,25.0865,58.23,65,0,9.24
525,Bagamoyo,TZ,2021-03-30 06:10:55,-6.4333,38.9,80.6,89,75,11.5
526,Weinan,CN,2021-03-30 06:10:55,34.5036,109.5089,71.01,52,26,11.18
527,Neiafu,TO,2021-03-30 06:10:56,-18.65,-173.9833,82.4,83,40,9.22
528,Itanagar,IN,2021-03-30 06:10:56,27.1,93.6167,69.8,94,90,3.8
529,Vanavara,RU,2021-03-30 06:10:56,60.34,102.2797,28.44,83,100,5.75
530,Hoshiārpur,IN,2021-03-30 06:08:52,31.5322,75.9172,94.23,11,0,8.61
531,Imeni Poliny Osipenko,RU,2021-03-30 06:10:57,52.4201,136.4853,32.13,80,90,14.18
532,Marawi,PH,2021-03-30 06:02:41,7.9986,124.2928,82.0,83,93,8.01
533,São Félix do Xingu,BR,2021-03-30 06:10:57,-6.6447,-51.995,70.18,98,35,0.6
534,Stratford-upon-Avon,GB,2021-03-30 06:10:57,52.1917,-1.7073,41.0,89,0,5.5
535,Sistranda,NO,2021-03-30 06:10:58,63.7256,8.834,41.0,87,40,19.57
536,Wenling,CN,2021-03-30 06:10:58,28.3669,121.36,64.0,95,100,12.93
537,Eyl,SO,2021-03-30 06:10:58,7.9803,49.8164,84.13,43,23,8.9
538,Batagay-Alyta,RU,2021-03-30 06:10:59,67.8006,130.4114,14.95,78,26,3.02
539,Paredon,MX,2021-03-30 06:10:59,16.0333,-93.8667,80.4,64,12,8.48
540,Hokitika,NZ,2021-03-30 06:01:18,-42.7167,170.9667,61.77,80,87,1.43
541,Ajdabiya,LY,2021-03-30 06:02:12,30.7554,20.2263,55.6,74,0,7.52
542,Palmer,US,2021-03-30 06:02:00,42.1584,-72.3287,32.0,59,1,3.36
543,Potosí,BO,2021-03-30 06:08:21,-19.5836,-65.7531,42.55,90,42,4.56
544,Liverpool,GB,2021-03-30 06:08:14,53.4106,-2.9779,44.01,93,1,3.44
545,Sept-Îles,CA,2021-03-30 06:00:15,50.2001,-66.3821,18.0,49,20,18.41
546,Bongandanga,CD,2021-03-30 06:01:05,1.5,21.05,73.81,79,100,2.51
547,Indi,IN,2021-03-30 06:11:00,17.1667,75.9667,95.77,14,75,10.56
548,Alto Longá,BR,2021-03-30 06:11:00,-5.2511,-42.2103,71.31,97,83,4.47
549,Takoradze,GH,2021-03-30 06:11:00,4.8845,-1.7554,78.13,89,11,6.11
550,Arrondissement de Mende,FR,2021-03-30 06:11:01,44.6667,3.5,37.13,52,0,4.07
551,Semey,KZ,2021-03-30 06:11:01,50.4111,80.2275,30.2,69,75,13.42
552,Andapa,MG,2021-03-30 06:11:02,-14.65,49.65,80.78,69,33,1.81
553,Hasaki,JP,2021-03-30 06:08:04,35.7333,140.8333,69.01,68,75,13.8
554,San-Pédro,CI,2021-03-30 05:56:52,4.7485,-6.6363,76.57,91,10,2.62
